Track,Alternate take,Catalog,Recorded,1st BN Release,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passion Flower,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Scene Is Clean,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whatever Possess'd Me,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Chan,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theme For Ernie,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tadd's Delight,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abstractions On 52nd Street,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52nd Street Theme,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embraceable You,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Brigher Day,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Steve Lewinson,Joel Campbell,Stephanie McKay,Poogie Bell,Ronny Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aftermath,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Todd Horton,Stephanie McKay,Ian Martin,Poogie Bell,Bruce Flowers,Ronny Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackin,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,DJ Spinna,Bruce Flowers,Ronny Jordan,Tim Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Ticklah,DJ Spinna,Jill Jones,Ronny Jordan,Tim Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Voyage,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Roy Ayers,Neil Clarke,Ronny Jordan,Bruce Flowers,Tim Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breauxlude,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Zachary Breaux,Ronny Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London Lowdown,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Brian Mitchell,Neil Clarke,Ronny Jordan,Tim Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two Worlds,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Ronny Jordan,Poogie Bell,Café,Bruce Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mambo Inn,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Andy Gonzalez,Marcus Persiani,Ronny Jordan,Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Philip Hamilton,Ian Martin,Ronny Jordan,Café,Bruce Flowers,Tim Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Delhi,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Clarence Penn,Steve Wilson,Onaje Allen,Shivas Shanker,Sivashakti Sivanesan,Ian Martin,Ronny Jordan,Poogie Bell,Tim Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seeing Is Believing,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Ian Martin,Ronny Jordan,Café,Bruce Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8 In Flow,FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Jeff 'Tain' Watts,Stefon Harris,Ian Martin,Ronny Jordan,Bruce Flowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Brighter Day (Remix),FALSE,Blue Note 7243 5 20208 2 9 ,1999,2000,ISSUED,Mos Def,Ticklah,DJ Spinna,Ronny Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowing To Bud,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Christian McBride,Carl Allen,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nostalgia In Times Square,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Christian McBride,Carl Allen,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Beat Of My Heart,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Carl Allen,Eliane Elias,Rodney Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Fall In Love Too Easily,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everything I Love,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction #1/If I Should Lose You,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They Say It's Wonderful,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love You,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That's All It Was,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction #2/Alone Together,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woody 'N You,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Christian McBride,Carl Allen,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blah Blah Blah,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Christian McBride,Carl Allen,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction #3/Autumn Leaves,FALSE,Blue Note 7243 5 20827 2 8 ,1999,2000,ISSUED,Marc Johnson,Jack DeJohnette,Eliane Elias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prelude To Sadness,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Your Own Sweet Way,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guide Me Home ""Jazz""",FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Days Of Wine And Roses,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tender Awakening,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invitation,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Never Entered My Mind,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tango De Rio,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Take My Breath Away,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohemian Rhapsody,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Of My Life,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There Must Be More To Life Than This,FALSE,Blue Note 07243 5297222 7; Blue Note TOCJ-66099,1999,2000,ISSUED,Thierry Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hip Hop Zep,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Jane Thyme,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Horizon,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Music Roe,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuck Soup,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheek To Cheek/Dance In Heaven,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Talk/Dream A Dream,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sketches Of Miles,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New West Helena Blues,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daddydaughterduo,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-5-90,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freestone Peach,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Ground,FALSE,Blue Note 7243 5 24329 2 9 ,1999,2000,ISSUED,Andy Reinhardt,Richard Leo Johnson,Glen Moore,Tess Johnson,Matt Wilson,Reggie Washington,Paul McCandless,Paul McCandless,Warren Haynes,James 'The Worm' Wormworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anabis,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Son XXI (Para Pia),FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punto Cubano,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Funny Valentine,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To Bud Powell,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drume Negrita,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,Mayra Caridad Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Como Traigo La Yuca,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponle La Clave,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorraine's Habanera,FALSE,Blue Note 7243 5 20730 2 3 ,1999,2000,ISSUED,Francisco Rubio Pampin,Roberto Vizcaíno Guillot,Raúl Piñeda Roque,Chucho Valdés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resolution,FALSE,Blue Note 7243 5 25494 2 9 ,1999,2000,ISSUED,Kurt Elling,Rob Amster,Kahil El'Zabar,Michael Raynor,Laurence Hobgood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What I Meant To Say Was...,FALSE,Blue Note 7243 5 25494 2 9 ,1999,2000,ISSUED,Kurt Elling,Rob Amster,Kahil El'Zabar,Michael Raynor,Laurence Hobgood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moon and Sand (Inspired by Keith Jarrett),FALSE,Blue Note 7243 5 25494 2 9 ,1999,2000,ISSUED,Kurt Elling,Rob Amster,Kahil El'Zabar,Michael Raynor,Laurence Hobgood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolores Dream (including An Extemporaneous Prolegomenon to Any Future Extraneous Thought on The Subject of Mirrors),FALSE,Blue Note 7243 5 25494 2 9 ,1999,2000,ISSUED,Kurt Elling,Rob Amster,Kahil El'Zabar,Michael Raynor,Laurence Hobgood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renaissance of the Resistance,FALSE,Blue Note 7243 5 25494 2 9 ,1999,2000,ISSUED,Kurt Elling,Rob Amster,Kahil El'Zabar,Michael Raynor,Laurence Hobgood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senor Blues 2000 (The Alien Version) (Studio Recording),FALSE,Blue Note 7243 5 25494 2 9 ,1999,2000,ISSUED,Kurt Elling,Rob Amster,Kahil El'Zabar,Michael Raynor,Laurence Hobgood,Matthew Backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You Don't Know What Love Is,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature Boy,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Can't Get Started,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What Is This Thing Called Love,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Fall In Love Too Easily,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke Gets In Your Eyes,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Eyes,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Nightingale Sang In Berkeley Square,FALSE,Blue Note 7243 5 23273 2 4 ,1999,2000,ISSUED,Jackie McLean,David Williams,Billy Higgins,Cedar Walton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theme From Blow Up,FALSE,Blue Note 7243 5 22978 2 5 ,1999,2000,ISSUED,Jason Moran,Greg Osby,Tarus Mateen,Nasheet Waits,Mark Shim,Stefon Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sidewinder,FALSE,Blue Note 7243 5 22978 2 5 ,1999,2000,ISSUED,Jason Moran,Greg Osby,Tarus Mateen,Nasheet Waits,Mark Shim,Stefon Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ping Pong,FALSE,Blue Note 7243 5 22978 2 5 ,1999,2000,ISSUED,Jason Moran,Greg Osby,Tarus Mateen,Nasheet Waits,Mark Shim,Stefon Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatrice,FALSE,Blue Note 7243 5 22978 2 5 ,1999,2000,ISSUED,Jason Moran,Stefon Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Room For Squares,FALSE,Blue Note 7243 5 22978 2 5 ,1999,2000,ISSUED,Jason Moran,Greg Osby,Tarus Mateen,Nasheet Waits,Mark Shim,Stefon Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
